tip1	tip2	taxid1	taxid2	distance
Citrobacter_werkmanii-_-AF025373--_CDC_0876-58_T	Citrobacter_cronae-_-MN548424--_Tue2_1_T	67827	1748967	0.00624999999999999
Citrobacter_cronae-_-MN548424--_Tue2_1_T	Citrobacter_werkmanii-_-AF025373--_CDC_0876-58_T	1748967	67827	0.00624999999999999
Citrobacter_gillenii-_-AF025367--_CDC_4693-86_T	Citrobacter_pasteurii-_-KP057683--_CIP_55.13_T	67828	1563222	0.00626
Citrobacter_pasteurii-_-KP057683--_CIP_55.13_T	Citrobacter_gillenii-_-AF025367--_CDC_4693-86_T	1563222	67828	0.00626
Yokenella_regensburgei-_-JN175339--_CIP_105435_T	g__158876	158877	158876	2e-6
g__158876	Yokenella_regensburgei-_-JN175339--_CIP_105435_T	158876	158877	2e-6
Klebsiella_pasteurii-_-MN091366--_SPARK836C1_T	Klebsiella_michiganensis-_-JQ070300--_W14_T	2587529	1134687	2e-5
Klebsiella_michiganensis-_-JQ070300--_W14_T	Klebsiella_pasteurii-_-MN091366--_SPARK836C1_T	1134687	2587529	2e-5
Klebsiella_grimontii-_-AJ871861--_SB73_T	Klebsiella_pasteurii-_-MN091366--_SPARK836C1_T	2058152	2587529	0.0021
Klebsiella_grimontii-_-AJ871861--_SB73_T	Klebsiella_michiganensis-_-JQ070300--_W14_T	2058152	1134687	0.0021
Klebsiella_spallanzanii-_-MN091365--_SB6411_SPARK775C1T_Ko3_T	Klebsiella_grimontii-_-AJ871861--_SB73_T	2587528	2058152	0.00418
Klebsiella_oxytoca-_-AF129440--_ATCC_13182T_T	Klebsiella_spallanzanii-_-MN091365--_SB6411_SPARK775C1T_Ko3_T	571	2587528	0.01112
Enterobacter_kobei-_-AJ508301--_CIP_105566_T	Klebsiella_huaxiensis-_-MH179329--_WCHKl090001_T	208224	2153354	0.02112
Klebsiella_huaxiensis-_-MH179329--_WCHKl090001_T	Enterobacter_kobei-_-AJ508301--_CIP_105566_T	2153354	208224	0.02112
g__1330545	g__160674	1330545	160674	0.002792
g__160674	g__1330545	160674	1330545	0.002792
Klebsiella_aerogenes-_-CP002824--_KCTC_2190_T	g__160674	1028307	160674	0.006261
Raoultella_terrigena-_-AB680714--_NBRC_14941_T	g__160674	577	160674	0.007651
Klebsiella_electrica-_-AB762091--_1GB_T	Raoultella_ornithinolytica-_-U78182--_CIP_103364_T	1259973	54291	0.00629
Raoultella_ornithinolytica-_-U78182--_CIP_103364_T	Raoultella_planticola-_-AB680712--_NBRC_14939_T	54291	575	0.00626999999999999
Raoultella_planticola-_-AB680712--_NBRC_14939_T	Raoultella_ornithinolytica-_-U78182--_CIP_103364_T	575	54291	0.00627
Leclercia_pneumoniae-_-OK161083--_49125_T	Huaxiibacter_chinensis-_-OL712205--_155047T	2815358	2899785	0.006411
Leclercia_pneumoniae-_-OK161083--_49125_T	g__2976153	2815358	2976153	0.006411
Huaxiibacter_chinensis-_-OL712205--_155047T	g__2976153	2899785	2976153	2e-6
g__2976153	Huaxiibacter_chinensis-_-OL712205--_155047T	2976153	2899785	2e-6
Lelliottia_amnigena-_-AB004749--_JCM1237_T	g__1330545	61646	1330545	0.00974099999999999
Lelliottia_nimipressuralis-_-Z96077--_LMG_10245-T_T	Lelliottia_jeotgali-_-KX709881--_PFL01_T	69220	1907578	0.00556999999999999
Lelliottia_jeotgali-_-KX709881--_PFL01_T	Lelliottia_nimipressuralis-_-Z96077--_LMG_10245-T_T	1907578	69220	0.00556999999999999
Curtobacterium_plantarum-_-JN175348--_CIP_108988_T	Pantoea_agglomerans-_-AJ233423--_DSM_3493_T	221276	549	0.00349
Pantoea_agglomerans-_-AJ233423--_DSM_3493_T	Curtobacterium_plantarum-_-JN175348--_CIP_108988_T	549	221276	0.00349
Pantoea_conspicua-_-EU216737--_LMG_24534_T	Pantoea_vagans-_-EF688012--_LMG_24199_T	472705	470934	0.00515
Pantoea_vagans-_-EF688012--_LMG_24199_T	Pantoea_conspicua-_-EU216737--_LMG_24534_T	470934	472705	0.00515
Pantoea_eucalypti-_-EF688009--_LMG_24197_T	Pantoea_brenneri-_-EU216735--_LMG_5343_T	470933	472694	0.01588
Pantoea_brenneri-_-EU216735--_LMG_5343_T	Pantoea_vagans-_-EF688012--_LMG_24199_T	472694	470934	0.01434
Pantoea_allii-_-AY530795--_BD_390_T	Pantoea_ananatis-_-U80196--_ATCC_33244_T	574096	553	0.00972
Pantoea_ananatis-_-U80196--_ATCC_33244_T	Flavobacterium_acidificum-_-JX986959--_LMG_8364_T	553	1264931	0.00212
Flavobacterium_acidificum-_-JX986959--_LMG_8364_T	Pantoea_ananatis-_-U80196--_ATCC_33244_T	1264931	553	0.00212
Pantoea_anthophila-_-EF688010--_LMG_2558_T	Pantoea_deleyi-_-EF688011--_LMG_24200_T	470931	470932	0.0086
Pantoea_deleyi-_-EF688011--_LMG_24200_T	Pantoea_anthophila-_-EF688010--_LMG_2558_T	470932	470931	0.0086
Pantoea_stewartii_subsp._stewartii-_-U80208--_ATCC_8199_T	Pantoea_stewartii_subsp._indologenes-_-Y13251--_LMG_2632-T_T	66271	66270	0.01114
Pantoea_stewartii_subsp._indologenes-_-Y13251--_LMG_2632-T_T	Pantoea_stewartii_subsp._stewartii-_-U80208--_ATCC_8199_T	66270	66271	0.01114
Pantoea_septica-_-EU216734--_LMG_5345_T	Pantoea_leporis-_-ON166845--_R_/type_materialtype_strain_of_Pantoea_leporisT	472695	69393	0.02329999999999999
Pantoea_leporis-_-ON166845--_R_/type_materialtype_strain_of_Pantoea_leporisT	Pantoea_rodasii-_-MLFP01000054--_LMG_26273_w_T	69393	1076549	0.01924
Pantoea_rodasii-_-MLFP01000054--_LMG_26273_w_T	Pantoea_rwandensis-_-JF295055--_LMG_26275_T	1076549	1076550	0.00879
Pantoea_rwandensis-_-JF295055--_LMG_26275_T	Pantoea_rodasii-_-MLFP01000054--_LMG_26273_w_T	1076550	1076549	0.00879
g__1356488	Rosenbergiella_epipactidis_subsp._japonica-_-MT341879--_K24T	1356488	3034750	1.1e-5
Rosenbergiella_collisarenosi-_-KF876186--_8.8A_T	Rosenbergiella_epipactidis_subsp._epipactidis-_-KF876184--_2.1A_T	1544695	1544694	0.0014
Rosenbergiella_epipactidis_subsp._epipactidis-_-KF876184--_2.1A_T	Rosenbergiella_collisarenosi-_-KF876186--_8.8A_T	1544694	1544695	0.0014
Rosenbergiella_nectarea_subsp._nectarea-_-HQ284827--_8N4_T	Rosenbergiella_epipactidis_subsp._epipactidis-_-KF876184--_2.1A_T	988801	1544694	0.00278
Rosenbergiella_australiborealis-_-KF876187--_CdVSA_20.1_T	Rosenbergiella_epipactidis_subsp._epipactidis-_-KF876184--_2.1A_T	1544696	1544694	0.00625999999999999
Rosenbergiella_metrosideri-_-MT341875--_JB07T	Rosenbergiella_gaditana-_-MT341811--_S61T	2921185	2726987	0.0014
Rosenbergiella_gaditana-_-MT341811--_S61T	Rosenbergiella_metrosideri-_-MT341875--_JB07T	2726987	2921185	0.0014
Rosenbergiella_nectarea_subsp._apis-_-MT341812--_B1AT	Rosenbergiella_epipactidis_subsp._californiensis-_-MT341873--_FR72T	3034752	3034749	2e-5
Rosenbergiella_epipactidis_subsp._californiensis-_-MT341873--_FR72T	Rosenbergiella_nectarea_subsp._apis-_-MT341812--_B1AT	3034749	3034752	2e-5
Rosenbergiella_epipactidis_subsp._japonica-_-MT341879--_K24T	g__1356488	3034750	1356488	1.1e-5
Phaseolibacter_flectens-_-AB021400--_ATCC_12775_T	g__1297562	1336237	1297562	2e-6
g__1297562	Phaseolibacter_flectens-_-AB021400--_ATCC_12775_T	1297562	1336237	2e-6
g__82986	Tatumella_saanichensis-_-EU215774--_NML_06-3099_T	82986	480813	0.008691
Tatumella_citrea-_-DQ838096--_JCM_8882_T	g__82986	53336	82986	0.032821
Tatumella_morbirosei-_-JPKR02000005--_LMG_23360_T	g__82986	642227	82986	0.027221
Tatumella_punctata-_-FJ756351--_DSM_13700_T	g__82986	399969	82986	0.011111
Tatumella_ptyseos-_-AJ233437--_DSM_5000_T	Tatumella_terrea-_-FJ756353--_DSM_13701_T	1005995	419007	0.01111
Tatumella_terrea-_-FJ756353--_DSM_13701_T	Tatumella_ptyseos-_-AJ233437--_DSM_5000_T	419007	1005995	0.01111
Tatumella_saanichensis-_-EU215774--_NML_06-3099_T	g__82986	480813	82986	0.00869099999999999
Kluyvera_cryocrescens-_-AF310218--_ATCC33435_T	Kluyvera_intermedia-_-AF310217--_ATCC33110_T	580	61648	0.00767
Kluyvera_intermedia-_-AF310217--_ATCC33110_T	Kluyvera_cryocrescens-_-AF310218--_ATCC33435_T	61648	580	0.00767
g__2726810	Scandinavium_hiltneri-_-OM987267--_H11S7T	2726810	2926519	0.00139099999999999
g__82976	Buttiauxella_izardii-_-AJ233404--_DSM_9397_T	82976	82991	0.003491
Buttiauxella_warmboldiae-_-AJ233406--_DSM_9404_T	Buttiauxella_noackiae-_-AJ233405--_DSM_9401_T	82993	82992	0.00556999999999999
Buttiauxella_noackiae-_-AJ233405--_DSM_9401_T	Buttiauxella_izardii-_-AJ233404--_DSM_9397_T	82992	82991	0.00348
Buttiauxella_gaviniae-_-AJ233403--_DSM_9393_T	Buttiauxella_noackiae-_-AJ233405--_DSM_9401_T	82990	82992	0.00488
Buttiauxella_izardii-_-AJ233404--_DSM_9397_T	Buttiauxella_noackiae-_-AJ233405--_DSM_9401_T	82991	82992	0.00348
Dryocola_boscaweniae-_-OM971056--_H6W4_/type_materialtype_strain_of_Dryocola_boscaweniaeT	Buttiauxella_izardii-_-AJ233404--_DSM_9397_T	2925397	82991	0.01483
Buttiauxella_agrestis-_-AJ233400--_DSM_4586_T	Buttiauxella_brennerae-_-AJ233401--_DSM_9396_T	1006004	82988	0.00417
Buttiauxella_brennerae-_-AJ233401--_DSM_9396_T	Buttiauxella_agrestis-_-AJ233400--_DSM_4586_T	82988	1006004	0.00417
Buttiauxella_ferragutiae-_-AJ233402--_DSM_9390_T	g__82976	82989	82976	0.004871
Scandinavium_manionii-_-OM987268--_H17S15T	g__2726810	2926520	2726810	0.009751
Scandinavium_goeteborgense-_-MK558235--_CCUG_66741_T	g__2726810	1851514	2726810	0.002791
Scandinavium_tedordense-_-OM987269--_TWS1aT	Scandinavium_goeteborgense-_-MK558235--_CCUG_66741_T	2926521	1851514	0.01251
Scandinavium_hiltneri-_-OM987267--_H11S7T	g__2726810	2926519	2726810	0.00139099999999999
Kluyvera_ascorbata-_-JMPL01000225--_ATCC_33433_T	Kluyvera_sichuanensis-_-MT437278--_SCKS090646_T	1006000	2725494	0.00849
Kluyvera_sichuanensis-_-MT437278--_SCKS090646_T	Kluyvera_ascorbata-_-JMPL01000225--_ATCC_33433_T	2725494	1006000	0.00849
Kluyvera_georgiana-_-AF047186--_ATCC_51603_T	Kluyvera_ascorbata-_-JMPL01000225--_ATCC_33433_T	73098	1006000	0.01893
g__1504576	Pseudocitrobacter_vendiensis-_-MK170368--_CPO20170097_T	1504576	2488306	1.1e-5
Pseudocitrobacter_faecalis-_-KF057941--_25_CIT_T	g__1504576	1398493	1504576	0.009071
Pseudocitrobacter_corydidari-_-MZ182277--_G163CMT	Pseudocitrobacter_faecalis-_-KF057941--_25_CIT_T	2891570	1398493	0.00984
Pseudocitrobacter_vendiensis-_-MK170368--_CPO20170097_T	g__1504576	2488306	1504576	1.1e-5
Silvania_hatchlandensis-_-OM987253--_H19S6T	g__579	2926469	579	0.005771
Silvania_hatchlandensis-_-OM987253--_H19S6T	g__3021684	2926469	3021684	0.005771
Silvania_hatchlandensis-_-OM987253--_H19S6T	g__3016631	2926469	3016631	0.005771
Silvania_hatchlandensis-_-OM987253--_H19S6T	g__83654	2926469	83654	0.005771
Silvania_hatchlandensis-_-OM987253--_H19S6T	g__570	2926469	570	0.005771
Silvania_hatchlandensis-_-OM987253--_H19S6T	g__547	2926469	547	0.005771
Silvania_hatchlandensis-_-OM987253--_H19S6T	g__544	2926469	544	0.005771
Silvania_hatchlandensis-_-OM987253--_H19S6T	g__53335	2926469	53335	0.005771
Serratia_ureilytica-_-AJ854062--_NiVa_51_T	Serratia_bockelmannii-_-VOUX01000001--_S3_T	300181	2703793	0.01184
Serratia_ureilytica-_-AJ854062--_NiVa_51_T	Serratia_nevei-_-VTUT01000000--_S15_T	300181	2703794	0.01184
Serratia_marcescens-_-AB061685--_KRED_T	Serratia_nematodiphila-_-EU036987--_DZ0503SBS1_T	615	1449981	0.00138
Serratia_nematodiphila-_-EU036987--_DZ0503SBS1_T	Serratia_marcescens-_-AB061685--_KRED_T	1449981	615	0.00138
Serratia_bockelmannii-_-VOUX01000001--_S3_T	Serratia_nevei-_-VTUT01000000--_S15_T	2703793	2703794	2e-5
Serratia_nevei-_-VTUT01000000--_S15_T	Serratia_bockelmannii-_-VOUX01000001--_S3_T	2703794	2703793	2e-5
g__71655	g__204037	71655	204037	0.004212
g__122277	g__71655	122277	71655	0.005632
Pectobacterium_wasabiae-_-AKVS01000027--_CFBP_3304_T	Pectobacterium_parmentieri-_-CP015749--_RNS_08-42-1A_T	1175631	1905730	0.01112
Pectobacterium_atrosepticum-_-JN600332--_CFBP_1526_T	Pectobacterium_peruviense-_-MF589613--_IFB5232_source__________/type_materialtype_strain_of_Pectobacterium_peruvienseT	29471	2066479	0.01192
Pectobacterium_peruviense-_-MF589613--_IFB5232_source__________/type_materialtype_strain_of_Pectobacterium_peruvienseT	Pectobacterium_atrosepticum-_-JN600332--_CFBP_1526_T	2066479	29471	0.01192
Pectobacterium_betavasculorum-_-JN600328--_CFBP_2122_T	Pectobacterium_wasabiae-_-AKVS01000027--_CFBP_3304_T	55207	1175631	0.01534999999999999
Pectobacterium_parmentieri-_-CP015749--_RNS_08-42-1A_T	Pectobacterium_wasabiae-_-AKVS01000027--_CFBP_3304_T	1905730	1175631	0.01112
Brenneria_alni-_-AJ233409--_DSM_11811_T	Brenneria_izbisi-_-MW485945--_KBI423T	71656	2939450	0.04209
Brenneria_izbisi-_-MW485945--_KBI423T	Brenneria_alni-_-AJ233409--_DSM_11811_T	2939450	71656	0.04209
Brenneria_populi_subsp._brevivirga-_-KX987135--_D8-10-4-5_T	Brenneria_populi_subsp._populi-_-KJ632518--_D9-5_T	2036006	1505588	0.02713999999999999
Brenneria_populi_subsp._populi-_-KJ632518--_D9-5_T	Brenneria_populi_subsp._brevivirga-_-KX987135--_D8-10-4-5_T	1505588	2036006	0.02713999999999999
Brenneria_nigrifluens-_-AJ233415--_DSM_30175_T	Brenneria_tiliae-_-OM505019--_WC1b.1T	1121120	2914984	0.00714
Brenneria_tiliae-_-OM505019--_WC1b.1T	Brenneria_nigrifluens-_-AJ233415--_DSM_30175_T	2914984	1121120	0.00714
Brenneria_corticis-_-MH206610--_gBX10-1-2_T	Brenneria_tiliae-_-OM505019--_WC1b.1T	2171750	2914984	0.02384
Brenneria_roseae_subsp._americana-_-KF308292--_FRB_223_T	Brenneria_corticis-_-MH206610--_gBX10-1-2_T	1508507	2171750	0.03053
Samsonia_erythrinae-_-AF273037--_CFBP_5236_LTP__T	g__160433	160434	160433	2e-6
g__160433	Samsonia_erythrinae-_-AF273037--_CFBP_5236_LTP__T	160433	160434	2e-6
Pectobacterium_punjabense-_-MH249622--_SS95_T	Pectobacterium_polonicum-_-MK240326--_DPMP315_T	2108399	2485124	0.0091
Pectobacterium_polonicum-_-MK240326--_DPMP315_T	Pectobacterium_punjabense-_-MH249622--_SS95_T	2485124	2108399	0.0091
Pectobacterium_odoriferum-_-AJ223407--_LMG_17566-T_T	Pectobacterium_versatile-_-RMBU01000000--_CFBP_6051_T	78398	2488639	0.01528
Pectobacterium_versatile-_-RMBU01000000--_CFBP_6051_T	Pectobacterium_carotovorum-_-AJ233411--_DSM_30168_T	2488639	554	0.01113999999999999
Pectobacterium_carotovorum-_-AJ233411--_DSM_30168_T	Pectobacterium_versatile-_-RMBU01000000--_CFBP_6051_T	554	2488639	0.01113999999999999
Pectobacterium_brasiliense-_-JF926716--_212_T	Pectobacterium_parvum-_-KC337335--_73a_G5847_Pcc_s0421_T	180957	554	0.0146
Pectobacterium_parvum-_-KC337335--_73a_G5847_Pcc_s0421_T	Pectobacterium_polaris-_-MG022082--_NIBIO1392_T	554	2042057	0.00209
Pectobacterium_polaris-_-MG022082--_NIBIO1392_T	Pectobacterium_parvum-_-KC337335--_73a_G5847_Pcc_s0421_T	2042057	554	0.00209
Pectobacterium_actinidiae-_-JRMH01000000--_KKH3_T	Pectobacterium_aquaticum-_-MK035744--_A212-S19-A16_T	1507808	1913084	0.00974
Pectobacterium_aquaticum-_-MK035744--_A212-S19-A16_T	Pectobacterium_quasiaquaticum-_-MW115908--_A477-S1-J17T	1913084	2774015	0.00626
Pectobacterium_quasiaquaticum-_-MW115908--_A477-S1-J17T	Pectobacterium_aquaticum-_-MK035744--_A212-S19-A16_T	2774015	1913084	0.00626
Pectobacterium_aroidearum-_-JN600323--_SCRI_109_T	Pectobacterium_fontis-_-MH627387--_M022_T	1201031	1913084	0.0236
Pectobacterium_fontis-_-MH627387--_M022_T	Pectobacterium_aroidearum-_-JN600323--_SCRI_109_T	1913084	1201031	0.0236
Pectobacterium_cacticida-_-AJ223409--_LMG_17936_LTP__T	g__122277	69221	122277	0.026431
g__204037	g__71655	204037	71655	0.004212
g__1082702	Lonsdalea_britannica-_-JF311442--_LMG_26267T_T	1082702	1082704	0.005551
Brenneria_salicis-_-U80210--_ATCC_15712_T	Lonsdalea_quercina-_-AJ233416--_DSM_4561_T	714314	71657	0.00625
Lonsdalea_quercina-_-AJ233416--_DSM_4561_T	Brenneria_salicis-_-U80210--_ATCC_15712_T	71657	714314	0.00625
Lonsdalea_iberica-_-JF311441--_LMG_26264T_T	Lonsdalea_populi-_-JQ291575--_NY060_T	1082703	1172565	0.00922
Lonsdalea_populi-_-JQ291575--_NY060_T	Lonsdalea_iberica-_-JF311441--_LMG_26264T_T	1172565	1082703	0.00922
Lonsdalea_britannica-_-JF311442--_LMG_26267T_T	g__1082702	1082704	1082702	0.005551
Brenneria_goodwinii-_-JN544202--_LMG_26270_T	Brenneria_bubanii-_-MW431053--_4F2T	1109412	2800386	0.02247
Brenneria_rubrifaciens-_-AJ233418--_DSM_4483_T	Brenneria_bubanii-_-MW431053--_4F2T	55213	2800386	0.03214
Brenneria_bubanii-_-MW431053--_4F2T	Brenneria_goodwinii-_-JN544202--_LMG_26270_T	2800386	1109412	0.02247
Dickeya_dadantii_subsp._dadantii-_-AOOE01000052--_NCPPB_898_T	Dickeya_fangzhongdai-_-CP025003--_DSM_101947_n_T	1223572	1778540	0.01738
Dickeya_fangzhongdai-_-CP025003--_DSM_101947_n_T	Dickeya_dadantii_subsp._dadantii-_-AOOE01000052--_NCPPB_898_T	1778540	1223572	0.01738
Dickeya_solani-_-KF639914--_NCPPB_4575_T	Dickeya_dianthicola-_-AF520708--_CFBP_1200_T	1089444	204039	0.02056999999999999
Brenneria_roseae_subsp._roseae-_-KF308291--_FRB_222_T	Dickeya_solani-_-KF639914--_NCPPB_4575_T	1508506	1089444	0.02266
Dickeya_dianthicola-_-AF520708--_CFBP_1200_T	Dickeya_solani-_-KF639914--_NCPPB_4575_T	204039	1089444	0.02056999999999999
Dickeya_chrysanthemi-_-AJ233412--_DSM_4610_T	Dickeya_zeae-_-AF520711--_CFBP_2052_T	556	204042	0.01538
Dickeya_lacustris-_-MH577543--_S29_T	Dickeya_zeae-_-AF520711--_CFBP_2052_T	2259638	204042	0.01328
Dickeya_aquatica-_-JX273704--_174/2_T	Dickeya_zeae-_-AF520711--_CFBP_2052_T	1401087	204042	0.01405
Dickeya_undicola-_-MH699400--_2B12_T	Dickeya_aquatica-_-JX273704--_174/2_T	1577887	1401087	0.01671
Dickeya_dadantii_subsp._dieffenbachiae-_-AF520712--_CFBP_2051_T	Dickeya_zeae-_-AF520711--_CFBP_2052_T	204040	204042	0.00638
Dickeya_zeae-_-AF520711--_CFBP_2052_T	Dickeya_dadantii_subsp._dieffenbachiae-_-AF520712--_CFBP_2051_T	204042	204040	0.00638
g__2884243	Musicola_paradisiaca-_-Z96096--_LMG_2542_T	2884243	69223	0.002781
Musicola_keenii-_-MT275741--_A3967T	g__2884243	2884250	2884243	0.01526099999999999
Musicola_paradisiaca-_-Z96096--_LMG_2542_T	g__2884243	69223	2884243	0.002781
Dickeya_oryzae-_-MK791744--_ZYY5_T	Dickeya_parazeae-_-MW947273--_S31_/type_materialtype_strain_of_Dickeya_parazeaeT	1240404	2893572	0.02303
Dickeya_poaceiphila-_-MT226771--_NCPPB-569_T	Dickeya_parazeae-_-MW947273--_S31_/type_materialtype_strain_of_Dickeya_parazeaeT	568768	2893572	0.01528
Dickeya_parazeae-_-MW947273--_S31_/type_materialtype_strain_of_Dickeya_parazeaeT	Dickeya_poaceiphila-_-MT226771--_NCPPB-569_T	2893572	568768	0.01528
Symbiopectobacterium_purcellii-_-OK044380--_SyEd1_T	g__801	2871826	801	2e-6
g__801	Symbiopectobacterium_purcellii-_-OK044380--_SyEd1_T	801	2871826	2e-6
g__1565532	Rouxiella_aceris-_-MN737199--_SAP-1T	1565532	2703884	0.011101
g__568	g__34037	568	34037	0.005562
g__34037	g__568	34037	568	0.005562
g__629	Yersinia_vastinensis-_-LR745669--_IP38594_T	629	2890318	0.006251
Yersinia_similis-_-AM182404--_Y228_T	Yersinia_pestis-_-AF366383--_NCTC_5923_T	367190	632	0.00555999999999999
Yersinia_wautersii-_-HG326166--_12-219N1_T	Yersinia_pseudotuberculosis-_-AF366375--_ATCC_29833_T	1341643	633	0.0014
Yersinia_pseudotuberculosis-_-AF366375--_ATCC_29833_T	Yersinia_wautersii-_-HG326166--_12-219N1_T	633	1341643	0.0014
Yersinia_pestis-_-AF366383--_NCTC_5923_T	Yersinia_pseudotuberculosis-_-AF366375--_ATCC_29833_T	632	633	0.00141
Yersinia_aleksiciae-_-AJ627597--_Y159_T	Yersinia_bercovieri-_-AF366377--_ATCC_43970_T	263819	349968	0.01041
Yersinia_bercovieri-_-AF366377--_ATCC_43970_T	Yersinia_aleksiciae-_-AJ627597--_Y159_T	349968	263819	0.01041
Yersinia_massiliensis-_-CAKR01000050--_CCUG_53443_T	Yersinia_bercovieri-_-AF366377--_ATCC_43970_T	1205683	349968	0.01947
Yersinia_ruckeri-_-AF366385--_ATCC_29473_T	Yersinia_bercovieri-_-AF366377--_ATCC_43970_T	29486	349968	0.02085
Yersinia_kristensenii_subsp._kristensenii-_-AF366381--_ATCC_33638_T	Yersinia_pekkanenii-_-GQ451988--_A125KOH2_T	28152	1288385	0.01042
Yersinia_kristensenii_subsp._kristensenii-_-AF366381--_ATCC_33638_T	Yersinia_intermedia-_-AF366380--_ATCC_29909_T	28152	349965	0.01042
Yersinia_thracica-_-LR745665--_IP34646_T	Yersinia_intermedia-_-AF366380--_ATCC_29909_T	2890319	349965	0.01458
Yersinia_aldovae-_-AF366376--_ATCC_35236_T	Yersinia_pekkanenii-_-GQ451988--_A125KOH2_T	29483	1288385	0.00139
Yersinia_pekkanenii-_-GQ451988--_A125KOH2_T	Yersinia_aldovae-_-AF366376--_ATCC_35236_T	1288385	29483	0.00139
Yersinia_rochesterensi-_-KJ606916--_EPLC-04_T	Yersinia_pekkanenii-_-GQ451988--_A125KOH2_T	1604335	1288385	0.00486
Yersinia_rohdei-_-ACCD01000072--_ATCC_43380_T	Yersinia_pekkanenii-_-GQ451988--_A125KOH2_T	527004	1288385	0.0215
Yersinia_intermedia-_-AF366380--_ATCC_29909_T	Yersinia_pekkanenii-_-GQ451988--_A125KOH2_T	349965	1288385	0.00693999999999999
Yersinia_mollaretii-_-AF366382--_ATCC_43969_T	Yersinia_pekkanenii-_-GQ451988--_A125KOH2_T	349967	1288385	0.00695
Yersinia_mollaretii-_-AF366382--_ATCC_43969_T	Yersinia_intermedia-_-AF366380--_ATCC_29909_T	349967	349965	0.00695
Yersinia_frederiksenii-_-AF366379--_ATCC_33641_T	Yersinia_artesiana-_-LR745664--_IP42281_T	349966	2890315	0.01598
Yersinia_canariae-_-MN434987--_NCTC_14382_T	Yersinia_artesiana-_-LR745664--_IP42281_T	2607663	2890315	0.01458999999999999
Yersinia_enterocolitica_subsp._palearctica-_-FR729477--_Y11_T	Yersinia_hibernica-_-MK129259--_CFS1934_T	930944	2339259	0.00972
Yersinia_enterocolitica_subsp._enterocolitica-_-AF366378--_ATCC_9610_T	Yersinia_enterocolitica_subsp._palearctica-_-FR729477--_Y11_T	630	930944	0.01043
Yersinia_hibernica-_-MK129259--_CFS1934_T	Yersinia_enterocolitica_subsp._palearctica-_-FR729477--_Y11_T	2339259	930944	0.00972
Yersinia_artesiana-_-LR745664--_IP42281_T	Yersinia_proxima-_-LR745667--_IP37424_T	2890315	2890316	0.01457
Yersinia_proxima-_-LR745667--_IP37424_T	Yersinia_artesiana-_-LR745664--_IP42281_T	2890316	2890315	0.01457
Yersinia_alsatica-_-LR745670--_IP38850_T	g__629	2890317	629	0.011111
Yersinia_entomophaga-_-DQ400782--_MH-1_T	Yersinia_nurmii-_-FJ717338--_APN3a-c_T	935293	685706	0.0014
Yersinia_nurmii-_-FJ717338--_APN3a-c_T	Yersinia_entomophaga-_-DQ400782--_MH-1_T	685706	935293	0.0014
Yersinia_vastinensis-_-LR745669--_IP38594_T	g__629	2890318	629	0.006251
Serratia_oryzae-_-KX421209--_J11-6_T	Rahnella_aceris-_-MN737201--_SAP-19_T	2034155	2703885	0.02159999999999999
Rahnella_aceris-_-MN737201--_SAP-19_T	Rahnella_aquatilis-_-AJ233426--_DSM_4594_T	2703885	745277	0.00554999999999999
Rahnella_aquatilis-_-AJ233426--_DSM_4594_T	Rahnella_aceris-_-MN737201--_SAP-19_T	745277	2703885	0.00554999999999999
Rahnella_perminowiae-_-MW715676--_SL6T	Rahnella_aceris-_-MN737201--_SAP-19_T	2816244	2703885	0.01265
Rahnella_variigena-_-GQ148969--_CIP_105588_T	Rahnella_contaminans-_-MT012959--_Lac-M11_T	574964	2703882	0.01402
Rahnella_contaminans-_-MT012959--_Lac-M11_T	Rahnella_variigena-_-GQ148969--_CIP_105588_T	2703882	574964	0.01402
Ewingella_americana-_-JN175329--_CIP_81.94_T	g__41201	41202	41201	2e-6
g__41201	Ewingella_americana-_-JN175329--_CIP_81.94_T	41201	41202	2e-6
Hafnia_psychrotolerans-_-KJ023821--_DJC1-1_T	Rahnella_victoriana-_-KF308403--_FRB_225_T	1477018	1510570	0.03035999999999999
Rahnella_bonaserana-_-MW715678--_H11b_/type_materialtype_strain_of_Rahnella_bonaseranaT	Rahnella_rivi-_-MW715679--_FC061912-KT	2816248	2816249	0.00595
Rahnella_rivi-_-MW715679--_FC061912-KT	Rahnella_bonaserana-_-MW715678--_H11b_/type_materialtype_strain_of_Rahnella_bonaseranaT	2816249	2816248	0.00595
